player_id,nombre,competicion_raw,partidos_raw,goles_raw,asistencias_raw,amarillas_raw,rojas_raw,minutos_raw,extraccion_exitosa
684307,Youssef Amyn,Cyprus League,14,2,2,2,-,670',True
684307,Youssef Amyn,Europa League Qualifying,2,-,-,-,-,25',True
684307,Youssef Amyn,Kypello Kyprou,1,-,-,-,-,15',True
684307,Youssef Amyn,Conference League,-,-,-,-,-,-,True
684307,Youssef Amyn,Cypriot Super Cup,-,-,-,-,-,-,True
684307,Youssef Amyn,TOTAL,17,2,2,2,-,710',True
68626,Abdullah Al-Hamdan,Saudi Pro League,25,3,2,-,-,316',True
68626,Abdullah Al-Hamdan,AFC Champions League Two,5,2,1,-,-,225',True
68626,Abdullah Al-Hamdan,AFC Champions League,3,-,-,-,-,250',True
68626,Abdullah Al-Hamdan,King's Cup,2,1,-,1,-,144',True
68626,Abdullah Al-Hamdan,TOTAL,35,6,3,1,-,935',True
686845,Zidane Iqbal,Keuken Kampioen Divisie,11,-,1,2,-,506',True
686845,Zidane Iqbal,Eredivisie,5,-,-,1,-,255',True
686845,Zidane Iqbal,Europa League,2,-,-,-,-,103',True
686845,Zidane Iqbal,Play-Offs Conference League,-,-,-,-,-,-,True
686845,Zidane Iqbal,KNVB Beker,-,-,-,-,-,-,True
686845,Zidane Iqbal,Europa League Qualifying,-,-,-,-,-,-,True
686845,Zidane Iqbal,TOTAL,18,-,1,3,-,864',True
687558,Israel Reyes,Liga MX Apertura,16,-,1,-,-,"1,311'",True
687558,Israel Reyes,Liga MX Clausura,15,-,1,2,-,"1,350'",True
687558,Israel Reyes,CONCACAF Champions Cup,5,-,-,-,-,450',True
687558,Israel Reyes,Liguilla Apertura,2,-,-,1,-,180',True
687558,Israel Reyes,Liguilla Clausura,-,-,-,-,-,-,True
687558,Israel Reyes,TOTAL,38,-,2,3,-,"3,291'",True
687626,Moisés Caicedo,Premier League,33,3,1,11,-,"2,802'",True
687626,Moisés Caicedo,UEFA Champions League,10,2,-,1,-,851',True
687626,Moisés Caicedo,FA Cup,4,-,-,2,-,331',True
687626,Moisés Caicedo,EFL Cup,3,-,-,2,-,185',True
687626,Moisés Caicedo,TOTAL,50,5,1,16,-,"4,169'",True
689637,Chadi Riad,Premier League,9,-,1,2,-,554',True
689637,Chadi Riad,Conference League,3,-,-,2,-,226',True
689637,Chadi Riad,Premier League 2,2,1,-,-,-,117',True
689637,Chadi Riad,FA Cup,-,-,-,-,-,-,True
689637,Chadi Riad,EFL Cup,-,-,-,-,-,-,True
689637,Chadi Riad,UECL Qualifying,-,-,-,-,-,-,True
689637,Chadi Riad,Community Shield,-,-,-,-,-,-,True
689637,Chadi Riad,TOTAL,14,1,1,4,-,897',True
691326,Kai Trewin,MLS,15,-,-,3,-,"1,256'",True
691326,Kai Trewin,A-League Men,13,-,-,-,-,"1,104'",True
691326,Kai Trewin,AFC Champions League,6,-,-,-,-,540',True
691326,Kai Trewin,US Open Cup,3,1,-,1,-,267',True
691326,Kai Trewin,TOTAL,37,1,-,4,-,"3,167'",True
691892,Nathaniel Brown,Bundesliga,33,4,4,3,-,"2,658'",True
691892,Nathaniel Brown,UEFA Champions League,8,-,2,1,-,683',True
691892,Nathaniel Brown,DFB-Pokal,1,-,-,-,-,120',True
691892,Nathaniel Brown,TOTAL,42,4,6,4,-,"3,461'",True
69400,Weverton,Série A,17,20,5,1,-,"1,530'",True
69400,Weverton,Campeonato Gaúcho,7,7,3,1,-,630',True
69400,Weverton,Copa Sudamericana,6,3,4,-,-,540',True
69400,Weverton,Copa do Brasil,2,-,2,-,-,180',True
69400,Weverton,Campeonato Paulista,-,-,-,-,-,-,True
69400,Weverton,TOTAL,32,30,14,2,-,"2,880'",True
697155,Saleh Hardani,Persian Gulf League,18,-,2,7,-,"1,506'",True
697155,Saleh Hardani,AFC Champions League Two,6,-,1,-,-,538',True
697155,Saleh Hardani,Hazfi Cup,1,-,-,-,-,90',True
697155,Saleh Hardani,Iran Super Cup,-,-,-,-,-,-,True
697155,Saleh Hardani,TOTAL,25,-,3,7,-,"2,134'",True
698415,José Córdoba,Championship,28,1,1,5,-,"2,251'",True
698415,José Córdoba,FA Cup,2,-,-,1,-,180',True
698415,José Córdoba,EFL Cup,-,-,-,-,-,-,True
698415,José Córdoba,TOTAL,30,1,1,6,-,"2,431'",True
700565,Brian Cipenga,LaLiga2,30,6,9,1,-,"2,250'",True
700565,Brian Cipenga,Promoción a LaLiga,-,-,-,-,-,-,True
700565,Brian Cipenga,Copa del Rey,-,-,-,-,-,-,True
700565,Brian Cipenga,TOTAL,30,6,9,1,-,"2,250'",True
702869,Ismael Saibari,Eredivisie,27,15,8,2,-,"2,146'",True
702869,Ismael Saibari,UEFA Champions League,7,3,-,3,-,606',True
702869,Ismael Saibari,KNVB Beker,2,1,1,-,-,135',True
702869,Ismael Saibari,Johan Cruijff Schaal,1,-,-,-,-,90',True
702869,Ismael Saibari,TOTAL,37,19,9,5,-,"2,977'",True
708005,Tyrese Noslin,Eredivisie,34,2,3,5,-,"2,307'",True
708005,Tyrese Noslin,KNVB Beker,5,1,1,-,-,325',True
708005,Tyrese Noslin,TOTAL,39,3,4,5,-,"2,632'",True
708265,Bradley Barcola,Ligue 1,29,11,2,2,-,"1,750'",True
708265,Bradley Barcola,UEFA Champions League,16,2,4,-,-,990',True
708265,Bradley Barcola,Trophée des Champions,1,-,1,-,-,18',True
708265,Bradley Barcola,Coupe de France,1,-,-,-,-,90',True
708265,Bradley Barcola,FIFA Intercontinental Cup,1,-,-,-,-,56',True
708265,Bradley Barcola,UEFA Super Cup,1,-,-,1,-,67',True
708265,Bradley Barcola,TOTAL,49,13,7,3,-,"2,971'",True
708989,Deveron Fonville,Eredivisie,29,-,2,3,-,"1,458'",True
708989,Deveron Fonville,KNVB Beker,5,-,1,1,-,252',True
708989,Deveron Fonville,Keuken Kampioen Divisie,4,-,1,1,-,360',True
708989,Deveron Fonville,TOTAL,38,-,4,5,-,"2,070'",True
709974,Ibrahim Saadeh,Iraq Stars League,33,-,5,4,-,"1,993'",True
709974,Ibrahim Saadeh,Iraq FA Cup,1,-,-,-,-,62',True
709974,Ibrahim Saadeh,TOTAL,34,-,5,4,-,"2,055'",True
710969,Samed Bazdar,Ekstraklasa,15,3,-,-,-,397',True
710969,Samed Bazdar,LaLiga2,8,1,-,-,-,222',True
710969,Samed Bazdar,Conference League,2,-,-,1,-,143',True
710969,Samed Bazdar,Betclic 3 Liga - Group I,1,2,1,-,-,68',True
710969,Samed Bazdar,Copa del Rey,1,-,1,1,-,45',True
710969,Samed Bazdar,TOTAL,27,6,2,2,-,875',True
711980,Guéla Doué,Ligue 1,24,2,6,3,-,"2,064'",True
711980,Guéla Doué,Conference League,8,-,1,4,-,576',True
711980,Guéla Doué,Coupe de France,2,-,-,-,-,180',True
711980,Guéla Doué,UECL Qualifying,-,-,-,-,-,-,True
711980,Guéla Doué,TOTAL,34,2,7,7,-,"2,820'",True
718244,Carl Sainté,USLC,5,-,-,1,-,185',True
718244,Carl Sainté,USL Cup,1,-,-,-,-,64',True
718244,Carl Sainté,US Open Cup,-,-,-,-,-,-,True
718244,Carl Sainté,TOTAL,6,-,-,1,-,249',True
719673,Ben Gannon-Doak,Premier League,8,-,1,-,-,105',True
719673,Ben Gannon-Doak,Premier League Cup,1,-,-,-,-,66',True
719673,Ben Gannon-Doak,EFL Cup,1,-,-,-,-,45',True
719673,Ben Gannon-Doak,FA Cup,-,-,-,-,-,-,True
719673,Ben Gannon-Doak,Community Shield,-,-,-,-,-,-,True
719673,Ben Gannon-Doak,TOTAL,10,-,1,-,-,216',True
724129,Matias Fernandez-Pardo,Ligue 1,29,8,5,5,-,"2,382'",True
724129,Matias Fernandez-Pardo,Europa League,11,-,2,1,-,629',True
724129,Matias Fernandez-Pardo,Coupe de France,1,-,-,-,-,90',True
724129,Matias Fernandez-Pardo,TOTAL,41,8,7,6,-,"3,101'",True
724443,Brian Gutiérrez,Liga MX Clausura,17,2,2,4,-,916',True
724443,Brian Gutiérrez,Liguilla Clausura,-,-,-,-,-,-,True
724443,Brian Gutiérrez,TOTAL,17,2,2,4,-,916',True
724809,Finn Surman,MLS,14,-,1,1,-,"1,215'",True
724809,Finn Surman,TOTAL,14,-,1,1,-,"1,215'",True
727089,Noah Sadiki,Premier League,33,-,1,9,-,"2,896'",True
727089,Noah Sadiki,FA Cup,2,-,-,2,-,146',True
727089,Noah Sadiki,EFL Cup,-,-,-,-,-,-,True
727089,Noah Sadiki,TOTAL,35,-,1,11,-,"3,042'",True
727157,Fiston Mayele,Premier League,18,3,1,1,-,"1,221'",True
727157,Fiston Mayele,CAF-Champions League,11,4,-,1,-,911',True
727157,Fiston Mayele,Championship Playoff,6,2,1,1,-,377',True
727157,Fiston Mayele,FIFA Intercontinental Cup,3,3,-,-,-,244',True
727157,Fiston Mayele,Egypt Cup,3,1,-,1,-,181',True
727157,Fiston Mayele,CAF-Supercup,1,1,-,-,-,90',True
727157,Fiston Mayele,Egyptian Super Cup,1,-,-,-,-,90',True
727157,Fiston Mayele,Egyptian League Cup,-,-,-,-,-,-,True
727157,Fiston Mayele,TOTAL,43,14,2,4,-,"3,114'",True
729390,Mahmoud Saber,Premier League,18,3,5,1,-,"1,201'",True
729390,Mahmoud Saber,Relegation Playoff,8,2,1,-,-,651',True
729390,Mahmoud Saber,Egypt Cup,4,1,1,1,-,308',True
729390,Mahmoud Saber,Egyptian League Cup,-,-,-,-,-,-,True
729390,Mahmoud Saber,TOTAL,30,6,7,2,-,"2,160'",True
73396,David Ospina,Liga DIMAYOR I,9,4,6,-,-,810',True
73396,David Ospina,Fase Final LBD I,3,2,1,-,-,270',True
73396,David Ospina,Copa Sudamericana,1,3,-,1,-,90',True
73396,David Ospina,TOTAL,13,9,7,1,-,"1,170'",True
734542,Marwan Ateya,Premier League,15,-,-,3,-,"1,198'",True
734542,Marwan Ateya,CAF-Champions League,10,-,-,-,-,771',True
734542,Marwan Ateya,Championship Playoff,6,-,-,-,-,530',True
734542,Marwan Ateya,Egyptian Super Cup,2,1,-,1,-,180',True
734542,Marwan Ateya,Egyptian League Cup,-,-,-,-,-,-,True
734542,Marwan Ateya,Egypt Cup,-,-,-,-,-,-,True
734542,Marwan Ateya,TOTAL,33,1,-,4,-,"2,679'",True
734676,Jonas Adjetey,Super League,15,-,-,2,-,"1,255'",True
734676,Jonas Adjetey,Europa League,6,-,-,1,-,533',True
734676,Jonas Adjetey,Bundesliga,4,-,-,1,-,137',True
734676,Jonas Adjetey,Swiss Cup,1,-,-,1,-,120',True
734676,Jonas Adjetey,Champions League Qu.,1,-,-,-,1,82',True
734676,Jonas Adjetey,Bundesliga Playoffs,-,-,-,-,-,-,True
734676,Jonas Adjetey,TOTAL,27,-,-,5,1,"2,127'",True
734751,Nizar Al-Rashdan,Stars League,11,-,2,3,-,966',True
734751,Nizar Al-Rashdan,Iraq Stars League,6,1,-,-,-,397',True
734751,Nizar Al-Rashdan,AFC Champions League Two,6,1,-,2,-,509',True
734751,Nizar Al-Rashdan,Amir Cup,1,-,-,-,-,90',True
734751,Nizar Al-Rashdan,QSL Cup,-,-,-,-,-,-,True
734751,Nizar Al-Rashdan,TOTAL,24,2,2,5,-,"1,962'",True
734799,Prince Adu,Chance Liga,25,7,1,7,-,"1,412'",True
734799,Prince Adu,Europa League,9,1,-,2,-,458',True
734799,Prince Adu,Chance Liga Champion Gr.,4,-,-,-,-,148',True
734799,Prince Adu,Champions League Qu.,3,-,-,-,-,171',True
734799,Prince Adu,MOL Cup,2,-,-,-,-,45',True
734799,Prince Adu,TOTAL,43,8,1,9,-,"2,234'",True
73517,Ørjan Nyland,LaLiga,5,8,1,1,-,450',True
73517,Ørjan Nyland,Copa del Rey,2,2,-,-,-,180',True
73517,Ørjan Nyland,TOTAL,7,10,1,1,-,630',True
735573,Richard Ríos,Liga Portugal,27,5,4,9,-,"2,284'",True
735573,Richard Ríos,UEFA Champions League,8,1,1,3,-,622',True
735573,Richard Ríos,Champions League Qu.,4,-,-,1,-,360',True
735573,Richard Ríos,Taça de Portugal,3,2,-,2,-,178',True
735573,Richard Ríos,Allianz Cup,2,-,1,1,-,103',True
735573,Richard Ríos,Portuguese Supercup,1,-,-,-,-,90',True
735573,Richard Ríos,TOTAL,45,8,6,16,-,"3,637'",True
735697,Thalente Mbatha,Betway Premiership,22,-,1,1,-,"1,606'",True
735697,Thalente Mbatha,MTN8,3,-,-,-,-,238',True
735697,Thalente Mbatha,Carling Knockout,2,-,-,-,-,173',True
735697,Thalente Mbatha,Nedbank Cup,1,1,-,-,-,90',True
735697,Thalente Mbatha,CAF-Champions League,1,-,-,-,-,90',True
735697,Thalente Mbatha,TOTAL,29,1,1,1,-,"2,197'",True
735813,Jassem Gaber,Stars League,15,-,-,3,-,700',True
735813,Jassem Gaber,QSL Cup,5,-,-,1,-,338',True
735813,Jassem Gaber,Amir Cup,2,-,-,1,-,152',True
735813,Jassem Gaber,TOTAL,22,-,-,5,-,"1,190'",True
735815,Ayman Yahya,Saudi Pro League,27,2,2,7,-,"1,249'",True
735815,Ayman Yahya,AFC Champions League Two,8,1,-,-,-,447',True
735815,Ayman Yahya,King's Cup,2,-,-,-,-,89',True
735815,Ayman Yahya,Saudi Super Cup,2,-,-,-,-,166',True
735815,Ayman Yahya,TOTAL,39,3,2,7,-,"1,951'",True
737524,Hossam Abdelmaguid,Premier League,19,3,-,3,-,"1,671'",True
737524,Hossam Abdelmaguid,CAF Confederation Cup,14,2,-,2,-,"1,215'",True
737524,Hossam Abdelmaguid,Championship Playoff,6,1,-,-,-,540',True
737524,Hossam Abdelmaguid,Egypt Cup,1,-,-,-,-,90',True
737524,Hossam Abdelmaguid,Egyptian Super Cup,1,-,-,-,-,45',True
737524,Hossam Abdelmaguid,Egyptian League Cup,-,-,-,-,-,-,True
737524,Hossam Abdelmaguid,TOTAL,41,6,-,5,-,"3,561'",True
737837,Sondre Langås,Championship,24,3,1,4,-,"1,970'",True
737837,Sondre Langås,Premier League 2,1,-,-,-,-,31',True
737837,Sondre Langås,FA Cup,1,-,-,-,-,90',True
737837,Sondre Langås,EFL Cup,-,-,-,-,-,-,True
737837,Sondre Langås,TOTAL,26,3,1,4,-,"2,091'",True
739443,Igor Thiago,Premier League,38,22,1,7,-,"3,287'",True
739443,Igor Thiago,FA Cup,1,2,-,-,-,120',True
739443,Igor Thiago,EFL Cup,1,1,-,1,-,30',True
739443,Igor Thiago,TOTAL,40,25,1,8,-,"3,437'",True
741098,César Yanis,Liga Primera,11,-,2,-,-,744',True
741098,César Yanis,Copa Sudamericana,1,-,1,-,-,90',True
741098,César Yanis,Copa de la Liga,1,-,-,-,-,90',True
741098,César Yanis,Copa Chile,-,-,-,-,-,-,True
741098,César Yanis,TOTAL,13,-,3,-,-,924',True
74113,Camilo Vargas,Liga MX Clausura,16,18,7,-,-,"1,440'",True
74113,Camilo Vargas,Liga MX Apertura,15,30,2,2,-,"1,350'",True
74113,Camilo Vargas,Liguilla Clausura,2,4,-,-,-,180',True
74113,Camilo Vargas,TOTAL,33,52,9,2,-,"2,970'",True
742201,Giuliano Simeone,LaLiga,31,4,6,2,-,"2,110'",True
742201,Giuliano Simeone,UEFA Champions League,15,2,1,2,-,"1,192'",True
742201,Giuliano Simeone,Copa del Rey,6,1,-,1,-,411',True
742201,Giuliano Simeone,Supercopa,1,-,1,-,-,90',True
742201,Giuliano Simeone,TOTAL,53,7,8,5,-,"3,803'",True
742770,Mohamed Touré,Superliga,17,4,4,4,-,"1,117'",True
742770,Mohamed Touré,Championship,11,9,3,2,-,595',True
742770,Mohamed Touré,Oddset Pokalen,2,-,1,-,-,141',True
742770,Mohamed Touré,FA Cup,1,1,-,-,-,29',True
742770,Mohamed Touré,TOTAL,31,14,8,6,-,"1,882'",True
74297,Gaël Kakuta,1.Lig,20,8,3,3,-,"1,611'",True
74297,Gaël Kakuta,Super League Play-out,7,1,1,-,-,201',True
74297,Gaël Kakuta,Super League 1,5,-,1,-,-,275',True
74297,Gaël Kakuta,Türkiye Kupasi,-,-,-,-,-,-,True
74297,Gaël Kakuta,TOTAL,32,9,5,3,-,"2,087'",True
743088,Henrik Falchener,Eliteserien,10,2,1,2,-,855',True
743088,Henrik Falchener,NM-Cup,3,-,-,-,-,204',True
743088,Henrik Falchener,UECL Qualifying,3,-,-,1,-,258',True
743088,Henrik Falchener,TOTAL,16,2,1,3,-,"1,317'",True
743384,Chemsdine Talbi,Premier League,28,4,2,-,-,"1,564'",True
743384,Chemsdine Talbi,FA Cup,2,-,-,-,-,149',True
743384,Chemsdine Talbi,EFL Cup,-,-,-,-,-,-,True
743384,Chemsdine Talbi,TOTAL,30,4,2,-,-,"1,713'",True
743413,Nico O'Reilly,Premier League,34,5,3,5,-,"2,649'",True
743413,Nico O'Reilly,UEFA Champions League,8,1,2,2,-,671',True
743413,Nico O'Reilly,FA Cup,6,1,1,-,-,360',True
743413,Nico O'Reilly,EFL Cup,5,2,-,1,-,364',True
743413,Nico O'Reilly,TOTAL,53,9,6,8,-,"4,044'",True
743515,Robin Risser,Ligue 1,33,35,11,2,-,"2,970'",True
743515,Robin Risser,Coupe de France,5,6,1,1,-,450',True
743515,Robin Risser,TOTAL,38,41,12,3,-,"3,420'",True
744040,Amer Jamous,Iraq Stars League,19,1,2,4,-,"1,416'",True
744040,Amer Jamous,Jordanian Pro League,9,2,1,-,-,749',True
744040,Amer Jamous,AFC Champions League Two,7,2,1,3,-,628',True
744040,Amer Jamous,TOTAL,35,5,4,7,-,"2,793'",True
745191,Ramón Sosa,Série A,15,2,1,2,-,685',True
745191,Ramón Sosa,Campeonato Paulista,10,1,4,2,-,473',True
745191,Ramón Sosa,Libertadores,4,2,-,-,-,267',True
745191,Ramón Sosa,Copa do Brasil,1,2,-,-,-,68',True
745191,Ramón Sosa,TOTAL,30,7,5,4,-,"1,493'",True
745200,Maghnes Akliouche,Ligue 1,31,6,7,3,-,"2,410'",True
745200,Maghnes Akliouche,UEFA Champions League,10,1,3,-,-,835',True
745200,Maghnes Akliouche,Coupe de France,2,-,1,-,-,180',True
745200,Maghnes Akliouche,TOTAL,43,7,11,3,-,"3,425'",True
746695,Kamaldeen Sulemana,Serie A,25,2,1,4,-,"1,002'",True
746695,Kamaldeen Sulemana,UEFA Champions League,9,-,-,-,-,288',True
746695,Kamaldeen Sulemana,Italy Cup,3,1,1,-,-,55',True
746695,Kamaldeen Sulemana,TOTAL,37,3,2,4,-,"1,345'",True
746891,Cristian Volpato,Serie A,24,2,4,4,-,"1,064'",True
746891,Cristian Volpato,Italy Cup,2,-,-,-,-,99',True
746891,Cristian Volpato,TOTAL,26,2,4,4,-,"1,163'",True
746910,Mohamed Amoura,Bundesliga,30,8,4,2,-,"1,928'",True
746910,Mohamed Amoura,Bundesliga Playoffs,2,-,-,-,-,40',True
746910,Mohamed Amoura,DFB-Pokal,1,-,-,1,-,90',True
746910,Mohamed Amoura,TOTAL,33,8,4,3,-,"2,058'",True
748443,Adil Boulbina,Stars League,19,5,5,5,-,"1,368'",True
748443,Adil Boulbina,AFC Champions League,8,6,1,-,-,716',True
748443,Adil Boulbina,Amir Cup,3,1,1,-,-,141',True
748443,Adil Boulbina,AFC CL Elite Qualif.,1,1,-,-,-,79',True
748443,Adil Boulbina,QSL Cup,1,-,-,-,-,90',True
748443,Adil Boulbina,TOTAL,32,13,7,5,-,"2,394'",True
748445,Yassine Titraoui,Jupiler Pro League,28,4,-,7,-,"2,367'",True
748445,Yassine Titraoui,JPL Europe Play-Offs,7,1,1,-,-,537',True
748445,Yassine Titraoui,Croky Cup,5,-,2,-,1,429',True
748445,Yassine Titraoui,UECL Qualifying,2,-,-,1,-,210',True
748445,Yassine Titraoui,TOTAL,42,5,3,8,1,"3,543'",True
750903,Jaouen Hadjam,Super League,20,2,4,4,-,"1,237'",True
750903,Jaouen Hadjam,Europa League,6,-,-,2,-,540',True
750903,Jaouen Hadjam,Swiss Cup,2,-,-,1,-,135',True
750903,Jaouen Hadjam,Europa League Qualifying,2,-,-,2,-,180',True
750903,Jaouen Hadjam,TOTAL,30,2,4,9,-,"2,092'",True
756494,Juan José Cáceres,Premier Liga,24,1,7,8,-,"2,064'",True
756494,Juan José Cáceres,Russian Cup,7,-,1,1,-,585',True
756494,Juan José Cáceres,TOTAL,31,1,8,9,-,"2,649'",True
763182,Josué Casimir,Ligue 1,31,1,-,4,1,"1,521'",True
763182,Josué Casimir,Coupe de France,-,-,-,-,-,-,True
763182,Josué Casimir,TOTAL,31,1,-,4,1,"1,521'",True
76715,Luis Mejía,Liga AUF Apertura,10,11,3,-,-,900',True
76715,Luis Mejía,Libertadores,5,8,2,1,-,405',True
76715,Luis Mejía,Liga AUF Intermedio,2,1,1,-,-,180',True
76715,Luis Mejía,Supercopa,1,-,-,-,-,120',True
76715,Luis Mejía,TOTAL,18,20,6,1,-,"1,605'",True
77127,Hernán Galíndez,Torneo Apertura,15,13,6,-,-,"1,350'",True
77127,Hernán Galíndez,Playoff Torneo Apertura,2,3,-,-,-,240',True
77127,Hernán Galíndez,Copa Argentina,-,-,-,-,-,-,True
77127,Hernán Galíndez,TOTAL,17,16,6,-,-,"1,590'",True
77547,Ehsan Hajsafi,Persian Gulf League,21,3,4,3,-,"1,827'",True
77547,Ehsan Hajsafi,AFC Champions League Two,6,-,2,-,-,502',True
77547,Ehsan Hajsafi,Hazfi Cup,2,-,-,-,-,180',True
77547,Ehsan Hajsafi,AFC CL Elite Qualif.,1,-,-,-,-,78',True
77547,Ehsan Hajsafi,TOTAL,30,3,6,3,-,"2,587'",True
776890,Nicolas Jackson,Bundesliga,23,8,2,2,-,"1,004'",True
776890,Nicolas Jackson,UEFA Champions League,10,3,2,-,-,313',True
776890,Nicolas Jackson,DFB-Pokal,1,-,-,-,-,3',True
776890,Nicolas Jackson,Premier League,-,-,-,-,-,-,True
776890,Nicolas Jackson,TOTAL,34,11,4,2,-,"1,320'",True
787907,Benjamin Tahirović,Superliga,20,1,1,3,-,"1,040'",True
787907,Benjamin Tahirović,UECL Qualifying,6,-,-,1,-,332',True
787907,Benjamin Tahirović,Superliga Championship round,5,-,-,2,-,160',True
787907,Benjamin Tahirović,Oddset Pokalen,1,-,-,-,-,76',True
787907,Benjamin Tahirović,Superliga Europa Playoff,-,-,-,-,-,-,True
787907,Benjamin Tahirović,TOTAL,32,1,1,6,-,"1,608'",True
791528,Telmo Arcanjo,Liga Portugal,29,1,-,-,1,"1,244'",True
791528,Telmo Arcanjo,Allianz Cup,3,-,-,-,-,144',True
791528,Telmo Arcanjo,Taça de Portugal,2,1,-,-,-,63',True
791528,Telmo Arcanjo,TOTAL,34,2,-,-,1,"1,451'",True
792380,Aleksandar Pavlovic,Bundesliga,24,3,1,2,-,"1,461'",True
792380,Aleksandar Pavlovic,UEFA Champions League,14,1,1,-,-,"1,176'",True
792380,Aleksandar Pavlovic,DFB-Pokal,6,-,-,3,-,449',True
792380,Aleksandar Pavlovic,DFL-Supercup,-,-,-,-,-,-,True
792380,Aleksandar Pavlovic,TOTAL,44,4,2,5,-,"3,086'",True
79294,Eloy Room,USLC,9,14,4,3,-,810',True
79294,Eloy Room,USL Cup,2,5,-,-,-,180',True
79294,Eloy Room,TOTAL,11,19,4,3,-,990',True
79522,Yuto Nagatomo,J1 Special Season,8,-,-,1,-,501',True
79522,Yuto Nagatomo,TOTAL,8,-,-,1,-,501',True
798404,Alidu Seidu,Ligue 1,21,-,1,1,-,"1,185'",True
798404,Alidu Seidu,Coupe de France,3,-,-,1,-,222',True
798404,Alidu Seidu,National 2 - Grp. C,2,-,-,1,-,142',True
798404,Alidu Seidu,TOTAL,26,-,1,3,-,"1,549'",True
79960,Alex Sandro,Série A,13,-,-,3,-,"1,068'",True
79960,Alex Sandro,Campeonato Carioca,4,-,1,-,-,280',True
79960,Alex Sandro,FIFA Intercontinental Cup,3,-,-,2,-,270',True
79960,Alex Sandro,Copa do Brasil,2,-,-,-,-,90',True
79960,Alex Sandro,Libertadores,1,-,-,-,-,90',True
79960,Alex Sandro,Recopa Sudamericana,1,-,-,-,-,90',True
79960,Alex Sandro,Supercopa Rei,1,-,-,-,-,81',True
79960,Alex Sandro,TOTAL,25,-,1,5,-,"1,969'",True
799993,Ayoube Amaimouni-Echghouyab,3. Liga,18,9,6,2,-,"1,555'",True
799993,Ayoube Amaimouni-Echghouyab,Bundesliga,17,2,3,1,-,580',True
799993,Ayoube Amaimouni-Echghouyab,UEFA Champions League,-,-,-,-,-,-,True
799993,Ayoube Amaimouni-Echghouyab,TOTAL,35,11,9,3,-,"2,135'",True
800175,Luiz Henrique,Premier Liga,28,6,4,2,-,"2,038'",True
800175,Luiz Henrique,Russian Cup,6,-,-,1,-,408',True
800175,Luiz Henrique,TOTAL,34,6,4,3,-,"2,446'",True
802855,Raúl Rangel,Liga MX Apertura,17,22,4,1,-,"1,530'",True
802855,Raúl Rangel,Liga MX Clausura,15,17,6,2,-,"1,350'",True
802855,Raúl Rangel,Liguilla Apertura,2,3,1,-,-,180',True
802855,Raúl Rangel,Liguilla Clausura,-,-,-,-,-,-,True
802855,Raúl Rangel,TOTAL,34,42,11,3,-,"3,060'",True
80293,Aïssa Mandi,Ligue 1,29,1,-,8,-,"2,427'",True
80293,Aïssa Mandi,Europa League,11,-,-,2,-,851',True
80293,Aïssa Mandi,Coupe de France,-,-,-,-,-,-,True
80293,Aïssa Mandi,TOTAL,40,1,-,10,-,"3,278'",True
803049,Ermin Mahmic,Chance Liga,25,6,3,4,-,"1,310'",True
803049,Ermin Mahmic,Chance Liga Champion Gr.,3,1,-,2,-,242',True
803049,Ermin Mahmic,MOL Cup,2,1,1,-,-,164',True
803049,Ermin Mahmic,CFL,1,-,1,-,-,73',True
803049,Ermin Mahmic,TOTAL,31,8,5,6,-,"1,789'",True
804472,Jayden Adams,Betway Premiership,23,1,-,3,1,"1,420'",True
804472,Jayden Adams,CAF-Champions League,10,1,-,2,-,704',True
804472,Jayden Adams,MTN8,3,-,-,-,-,167',True
804472,Jayden Adams,Nedbank Cup,1,-,1,-,-,90',True
804472,Jayden Adams,Carling Knockout,-,-,-,-,-,-,True
804472,Jayden Adams,TOTAL,37,2,1,5,1,"2,381'",True
80486,Stopira,Liga Portugal 2,31,2,-,1,-,"2,715'",True
80486,Stopira,Taça de Portugal,8,2,-,4,-,631',True
80486,Stopira,Liga Portugal - Play-Off,2,-,-,-,-,180',True
80486,Stopira,TOTAL,41,4,-,5,-,"3,526'",True
804885,Martin Expérience,Ligue 2,20,1,1,4,-,"1,272'",True
804885,Martin Expérience,Coupe de France,3,-,-,-,-,233',True
804885,Martin Expérience,TOTAL,23,1,1,4,-,"1,505'",True
805534,Arjan Malic,Bundesliga,18,1,-,2,-,"1,041'",True
805534,Arjan Malic,Europa League,5,-,-,3,-,370',True
805534,Arjan Malic,ÖFB-Cup,3,-,-,1,-,119',True
805534,Arjan Malic,Champions League Qu.,2,-,-,1,-,95',True
805534,Arjan Malic,TOTAL,28,1,-,7,-,"1,625'",True
805714,Renato Veiga,LaLiga,32,-,-,5,-,"2,478'",True
805714,Renato Veiga,UEFA Champions League,8,1,-,2,-,720',True
805714,Renato Veiga,Copa del Rey,2,-,-,-,-,154',True
805714,Renato Veiga,Premier League,-,-,-,-,-,-,True
805714,Renato Veiga,TOTAL,42,1,-,7,-,"3,352'",True
808509,Danilo,Série A,12,7,2,1,-,"1,071'",True
808509,Danilo,Campeonato Carioca,4,-,-,-,-,256',True
808509,Danilo,Copa Sudamericana,3,2,-,-,-,213',True
808509,Danilo,Libertadores,3,1,1,-,-,270',True
808509,Danilo,Copa do Brasil,2,-,-,-,-,180',True
808509,Danilo,Carioca - Taça Rio,-,-,-,-,-,-,True
